Order_ID,Customer_ID,Order_Date,Ship_Date,Shipper_ID,Sales
CA-2017-160815,TR-21325,2017-09-05,2017-09-06,101,278.4
CA-2017-160941,DK-12835,2017-07-21,2017-07-26,103,3.15
CA-2017-161025,GM-14440,2017-12-03,2017-12-09,103,772.68
CA-2017-161095,CS-12250,2017-06-28,2017-06-28,102,7.75
CA-2017-161158,PS-18970,2017-05-09,2017-05-13,103,8
CA-2017-161207,AB-10060,2017-08-29,2017-09-03,103,27.93
CA-2017-161361,MV-17485,2017-03-26,2017-03-28,104,17.04
CA-2017-161389,IM-15070,2017-12-05,2017-12-10,103,407.98
CA-2017-161473,TB-21175,2017-04-01,2017-04-05,103,10.95
CA-2017-161543,RD-19720,2017-05-10,2017-05-16,103,11.96
CA-2017-161662,BE-11410,2017-02-07,2017-02-09,101,30.35
CA-2017-161669,EM-14095,2017-11-07,2017-11-09,101,11.36
CA-2017-161676,JP-15460,2017-07-18,2017-07-23,103,33.8
CA-2017-161746,CS-11950,2017-10-21,2017-10-27,103,12.39
CA-2017-161781,CC-12100,2017-09-29,2017-09-30,101,40.88
CA-2017-161816,NB-18655,2017-04-28,2017-05-01,101,15.71
CA-2017-161907,JH-16180,2017-04-05,2017-04-09,103,118.78
CA-2017-161928,AC-10660,2017-06-27,2017-06-29,104,201.58
CA-2017-162082,JS-15880,2017-03-14,2017-03-17,101,5.18
CA-2017-162110,NP-18670,2017-07-18,2017-07-22,103,55.99
CA-2017-162138,GK-14620,2017-04-23,2017-04-27,103,99.99
CA-2017-162159,CR-12625,2017-09-16,2017-09-18,101,121.78
CA-2017-162187,NS-18640,2017-12-11,2017-12-11,102,13.52
CA-2017-162222,SR-20740,2017-04-03,2017-04-03,102,10.27
CA-2017-162236,ER-13855,2017-11-04,2017-11-06,104,45.25
CA-2017-162313,VB-21745,2017-11-27,2017-11-30,101,167.29
CA-2017-162348,BF-11170,2017-11-10,2017-11-15,103,9.98
CA-2017-162355,PF-19165,2017-06-30,2017-07-02,104,35.97
CA-2017-162383,MD-17350,2017-09-05,2017-09-11,103,8.86
CA-2017-162390,DP-13105,2017-12-06,2017-12-12,103,222.35
CA-2017-162404,NF-18475,2017-07-23,2017-07-27,103,11.42
CA-2017-162614,TB-21250,2017-10-07,2017-10-13,103,27.26
CA-2017-162726,MT-17815,2017-12-27,2018-01-02,103,10.37
CA-2017-162733,TT-21070,2017-05-11,2017-05-12,101,5.98
CA-2017-162747,AH-10030,2017-03-20,2017-03-25,104,86.45
CA-2017-162901,AS-10045,2017-03-28,2017-03-31,101,31.4
CA-2017-162943,DB-12970,2017-07-24,2017-07-26,104,253.76
CA-2017-163048,MH-17440,2017-02-08,2017-02-15,103,241.5
CA-2017-163153,DM-12955,2017-03-21,2017-03-25,103,1.34
CA-2017-163167,RF-19345,2017-11-28,2017-12-01,104,101.7
CA-2017-163174,XP-21865,2017-08-26,2017-08-30,103,186.54
CA-2017-163202,BM-11650,2017-09-27,2017-10-02,103,2.91
CA-2017-163216,AW-10930,2017-10-07,2017-10-10,101,4.93
CA-2017-163328,TP-21565,2017-11-04,2017-11-06,104,15.18
CA-2017-163384,CC-12430,2017-11-10,2017-11-12,101,13.22
CA-2017-163398,CB-12415,2017-05-03,2017-05-08,103,2.18
CA-2017-163573,AC-10450,2017-11-24,2017-11-27,101,1219.96
CA-2017-163594,JF-15295,2017-04-12,2017-04-14,101,19.44
CA-2017-163636,MP-18175,2017-12-05,2017-12-09,104,3.54
CA-2017-163755,AS-10285,2017-11-04,2017-11-08,104,209.88
CA-2017-163776,JS-16030,2017-07-19,2017-07-25,103,8.6
CA-2017-163804,DB-13270,2017-12-02,2017-12-08,103,72.42
CA-2017-163937,JB-16000,2017-01-10,2017-01-13,104,24.85
CA-2017-163951,CJ-11875,2017-12-30,2018-01-02,101,16.52
CA-2017-163972,MG-17890,2017-10-17,2017-10-21,103,120.67
CA-2017-163986,JJ-15445,2017-09-03,2017-09-10,103,54.5
CA-2017-164035,CR-12730,2017-06-12,2017-06-17,103,23.12
CA-2017-164091,LA-16780,2017-09-17,2017-09-22,103,109.48
CA-2017-164154,NZ-18565,2017-09-11,2017-09-17,103,22.43
CA-2017-164350,CG-12040,2017-09-10,2017-09-12,104,67.56
CA-2017-164399,DW-13480,2017-11-12,2017-11-15,101,203.98
CA-2017-164483,JF-15490,2017-01-30,2017-02-03,103,17.46
CA-2017-164490,SU-20665,2017-09-05,2017-09-10,104,9.25
CA-2017-164511,DJ-13630,2017-11-19,2017-11-24,103,14.35
CA-2017-164574,RH-19555,2017-07-29,2017-08-03,103,27.4
CA-2017-164637,RD-19480,2017-03-04,2017-03-08,103,128.4
CA-2017-164672,GB-14530,2017-05-08,2017-05-13,104,211.96
CA-2017-164735,TB-21400,2017-04-14,2017-04-19,104,81.2
CA-2017-164770,MY-18295,2017-12-02,2017-12-04,104,30.82
CA-2017-164784,HF-14995,2017-05-01,2017-05-04,101,2.74
CA-2017-164896,PS-19045,2017-11-07,2017-11-12,103,12.9
CA-2017-164924,EA-14035,2017-07-10,2017-07-10,102,341.99
CA-2017-164938,PB-19210,2017-02-11,2017-02-13,101,69.93
CA-2017-165015,BD-11725,2017-02-25,2017-02-27,104,46.72
CA-2017-165148,PM-19135,2017-10-22,2017-10-24,101,31.4
CA-2017-165169,JL-15235,2017-06-05,2017-06-11,103,11.16
CA-2017-165218,RW-19630,2017-03-05,2017-03-11,103,12.99
CA-2017-165316,JB-15400,2017-07-23,2017-07-27,103,23.7
CA-2017-165330,WB-21850,2017-12-11,2017-12-11,102,5.87
CA-2017-165470,HJ-14875,2017-11-25,2017-11-30,103,5.08
CA-2017-165484,HK-14890,2017-10-23,2017-10-29,103,16.16
CA-2017-165561,CR-12580,2017-11-24,2017-11-28,103,25.35
CA-2017-165673,MN-17935,2017-05-15,2017-05-19,104,15.23
CA-2017-165820,DW-13585,2017-09-26,2017-09-30,103,12.96
CA-2017-165827,MF-17665,2017-11-04,2017-11-09,103,50.5
CA-2017-165848,EN-13780,2017-06-04,2017-06-04,102,14.94
CA-2017-165918,BD-11770,2017-09-10,2017-09-14,103,7.38
CA-2017-165995,BG-11740,2017-08-30,2017-09-06,103,47.04
CA-2017-166163,CY-12745,2017-08-15,2017-08-20,104,3.15
CA-2017-166226,TC-21535,2017-11-18,2017-11-22,103,61.19
CA-2017-166240,DH-13075,2017-06-24,2017-06-28,103,8.71
CA-2017-166275,SS-20590,2017-10-24,2017-10-24,102,199.99
CA-2017-166282,PK-19075,2017-04-16,2017-04-22,103,35.17
CA-2017-166373,JF-15565,2017-10-21,2017-10-25,103,106.08
CA-2017-166380,EB-13750,2017-05-30,2017-06-03,103,26.55
CA-2017-166429,TG-21310,2017-09-02,2017-09-08,103,999.98
CA-2017-166443,LH-17020,2017-11-04,2017-11-05,101,38.29
CA-2017-166485,AH-10210,2017-02-20,2017-02-27,103,16.5
CA-2017-166618,DP-13000,2017-11-14,2017-11-18,103,13.98
CA-2017-166625,JM-15580,2017-04-14,2017-04-17,101,25.06
CA-2017-166674,RB-19360,2017-04-01,2017-04-03,104,9.84
CA-2017-166772,HJ-14875,2017-09-20,2017-09-24,103,163.88
CA-2017-166912,BE-11335,2017-01-15,2017-01-17,101,81.98
CA-2017-167115,EH-14185,2017-04-04,2017-04-09,103,588.78
CA-2017-167241,BD-11320,2017-08-15,2017-08-22,103,17.94
CA-2017-167290,JF-15295,2017-10-30,2017-11-04,103,11.68
CA-2017-167416,JM-15580,2017-05-12,2017-05-17,103,54.9
CA-2017-167507,SA-20830,2017-12-22,2017-12-28,103,11.84
CA-2017-167556,JM-15250,2017-03-29,2017-04-02,103,13.48
CA-2017-167584,LC-16870,2017-08-12,2017-08-12,102,6.48
CA-2017-167605,RB-19570,2017-04-28,2017-04-30,104,30.34
CA-2017-167682,ZD-21925,2017-04-03,2017-04-09,103,71.12
CA-2017-167759,CC-12670,2017-03-03,2017-03-08,104,134.85
CA-2017-167983,RP-19270,2017-08-21,2017-08-24,104,33.44
CA-2017-168032,DF-13135,2017-01-30,2017-02-03,103,1.73
CA-2017-168046,JD-15895,2017-01-25,2017-01-28,104,43.12
CA-2017-168081,CA-12055,2017-04-24,2017-04-27,104,258.7
CA-2017-168354,RH-19510,2017-09-19,2017-09-21,101,17.04
CA-2017-168361,KB-16600,2017-06-21,2017-06-25,103,0.84
CA-2017-168536,SC-20800,2017-12-20,2017-12-24,103,66.3
CA-2017-168543,DK-13225,2017-07-03,2017-07-07,103,706.86
CA-2017-168557,FH-14275,2017-09-19,2017-09-23,103,8.93
CA-2017-168753,RL-19615,2017-05-29,2017-06-01,104,22.75
CA-2017-168774,RP-19855,2017-09-04,2017-09-09,103,535.41
CA-2017-168830,ML-17395,2017-11-07,2017-11-13,103,479.97
CA-2017-168844,NM-18520,2017-05-31,2017-06-06,103,7.15
CA-2017-168893,AP-10915,2017-11-03,2017-11-08,104,7.98
CA-2017-168921,AG-10495,2017-10-20,2017-10-22,101,19.3
CA-2017-168956,EA-14035,2017-02-16,2017-02-20,103,5.18
CA-2017-169026,CM-12655,2017-08-08,2017-08-13,103,23.34
CA-2017-169103,ZC-21910,2017-03-08,2017-03-13,103,102.36
CA-2017-169166,SS-20590,2017-05-09,2017-05-14,103,93.98
CA-2017-169194,LH-16900,2017-06-20,2017-06-25,103,21.8
CA-2017-169215,RE-19450,2017-07-14,2017-07-18,104,29.61
CA-2017-169334,GW-14605,2017-10-21,2017-10-24,104,111.67
CA-2017-169663,RH-19510,2017-03-10,2017-03-13,101,26.85
CA-2017-169670,JE-15715,2017-12-25,2017-12-31,103,2563.06
CA-2017-169838,BB-11545,2017-11-25,2017-11-29,103,17.3
CA-2017-169887,MS-17530,2017-10-22,2017-10-22,102,6.68
CA-2017-169922,MZ-17515,2017-06-11,2017-06-17,103,1.34
CA-2017-169943,BN-11515,2017-05-19,2017-05-24,103,35.92
CA-2017-169957,SN-20710,2017-09-26,2017-09-30,103,29.9
CA-2017-169971,IL-15100,2017-09-04,2017-09-09,103,3.91
CA-2018-100013,ZC-21910,2018-11-06,2018-11-11,103,5.68
CA-2018-100055,MD-17860,2018-05-28,2018-06-01,103,27.46
CA-2018-100097,MN-17935,2018-11-26,2018-11-29,104,135.3
CA-2018-100111,SV-20365,2018-09-20,2018-09-26,103,4.36
CA-2018-100160,CB-12025,2018-09-07,2018-09-11,103,4.9
CA-2018-100223,LS-16945,2018-07-05,2018-07-10,103,6.32
CA-2018-100230,AA-10375,2018-12-11,2018-12-15,103,14.95
CA-2018-100237,SV-20815,2018-10-15,2018-10-19,103,11.68
CA-2018-100314,AS-10630,2018-09-29,2018-10-05,103,7.97
CA-2018-100335,NF-18595,2018-09-07,2018-09-13,103,73.01
CA-2018-100356,SP-20920,2018-10-21,2018-10-25,103,23.99
CA-2018-100384,NH-18610,2018-06-24,2018-07-01,103,35.82
CA-2018-100412,SR-20425,2018-12-22,2018-12-26,103,141.96
CA-2018-100426,DC-12850,2018-06-04,2018-06-08,103,12.48
CA-2018-100433,SJ-20125,2018-08-11,2018-08-16,103,25.92
CA-2018-100524,CM-12115,2018-03-31,2018-04-02,104,29.78
CA-2018-100580,MK-17905,2018-08-13,2018-08-20,103,36.02
CA-2018-100601,JK-15370,2018-11-16,2018-11-20,103,48.86
CA-2018-100615,SJ-20215,2018-04-20,2018-04-24,103,14.56
CA-2018-100622,DK-13090,2018-11-03,2018-11-07,103,4.09
CA-2018-100636,DO-13435,2018-06-26,2018-06-30,103,272.94
CA-2018-100650,DK-13225,2018-06-29,2018-07-03,104,1295.78
CA-2018-100748,RB-19795,2018-05-13,2018-05-20,103,58.48
CA-2018-100783,JK-16120,2018-09-04,2018-09-08,104,30.38
CA-2018-100811,CC-12475,2018-11-21,2018-11-24,101,8.45
CA-2018-100825,KD-16495,2018-09-09,2018-09-14,103,99.87
CA-2018-100902,CK-12595,2018-11-17,2018-11-21,103,268.24
CA-2018-100951,NC-18625,2018-06-09,2018-06-10,101,720.76
CA-2018-101014,RW-19540,2018-08-29,2018-09-04,103,148.02
CA-2018-101042,AB-10105,2018-11-19,2018-11-23,103,21.96
CA-2018-101049,AS-10240,2018-06-21,2018-06-25,104,17.92
CA-2018-101077,DB-13660,2018-03-25,2018-03-30,104,6.85
CA-2018-101182,KB-16405,2018-09-04,2018-09-05,101,12.96
CA-2018-101210,DW-13540,2018-08-25,2018-08-28,104,3.42
CA-2018-101245,LW-16990,2018-11-27,2018-12-03,103,166.16
CA-2018-101273,ST-20530,2018-08-27,2018-08-30,104,14.34
CA-2018-101308,FG-14260,2018-10-02,2018-10-07,103,8.94
CA-2018-101322,JG-15310,2018-12-28,2018-12-31,101,340.7
CA-2018-101434,TR-21325,2018-06-20,2018-06-27,103,9.82
CA-2018-101483,AG-10675,2018-07-29,2018-08-01,104,4.37
CA-2018-101574,BD-11725,2018-09-28,2018-10-04,103,9.24
CA-2018-101581,DW-13195,2018-10-22,2018-10-27,103,177.23
CA-2018-101637,AC-10615,2018-03-24,2018-03-25,102,12.77
CA-2018-101665,TZ-21580,2018-11-25,2018-12-01,103,5.16
CA-2018-101700,SO-20335,2018-04-23,2018-04-26,101,11.66
CA-2018-101728,SC-20575,2018-08-19,2018-08-23,103,2.3
CA-2018-101749,AS-10045,2018-10-03,2018-10-08,103,171.29
CA-2018-101798,MV-18190,2018-12-11,2018-12-15,103,23.36
CA-2018-101805,SH-19975,2018-12-01,2018-12-06,103,15.92
CA-2018-101945,GT-14710,2018-11-24,2018-11-28,103,10.82
CA-2018-101959,DB-13660,2018-02-28,2018-03-06,103,7.78
CA-2018-102099,EP-13915,2018-12-18,2018-12-19,101,6.63
CA-2018-102155,RR-19525,2018-07-13,2018-07-17,103,13.56
CA-2018-102197,DK-13150,2018-12-20,2018-12-26,103,34.02
CA-2018-102204,CJ-12010,2018-05-01,2018-05-06,103,3.33
CA-2018-102218,LW-17215,2018-09-02,2018-09-04,104,11.7
CA-2018-102267,SC-20800,2018-11-30,2018-12-04,103,2.37
CA-2018-102309,DO-13645,2018-09-23,2018-09-25,104,12.96
CA-2018-102337,SD-20485,2018-06-13,2018-06-16,101,47.98
CA-2018-102379,BB-11545,2018-12-02,2018-12-06,103,39.99
CA-2018-102407,AT-10435,2018-12-09,2018-12-13,104,11.16
CA-2018-102414,JA-15970,2018-05-15,2018-05-18,104,4.75
CA-2018-102519,BM-11650,2018-11-27,2018-11-29,101,46.94
CA-2018-102554,KN-16705,2018-06-11,2018-06-15,103,3.76
CA-2018-102610,CA-12265,2018-11-04,2018-11-08,103,3.56
CA-2018-102659,LW-17215,2018-12-09,2018-12-15,103,54.9
CA-2018-102729,BF-11215,2018-10-26,2018-10-31,103,55.62
CA-2018-102736,LP-17095,2018-09-05,2018-09-09,103,15.55
CA-2018-102750,GM-14695,2018-09-04,2018-09-08,104,1322.35
CA-2018-102771,DO-13435,2018-03-31,2018-04-05,103,84.95
CA-2018-102820,CS-11950,2018-05-07,2018-05-11,103,419.94
CA-2018-102834,LW-16990,2018-03-09,2018-03-13,103,199.98
CA-2018-102925,CD-12280,2018-11-05,2018-11-10,104,11.42
CA-2018-102946,VP-21730,2018-06-30,2018-07-05,103,75.79
CA-2018-102967,MG-17890,2018-09-22,2018-09-26,103,67.4
CA-2018-102974,DP-13105,2018-09-19,2018-09-24,103,16.74
CA-2018-103009,PJ-18835,2018-11-03,2018-11-05,104,26.4
CA-2018-103065,PT-19090,2018-10-20,2018-10-20,102,4.45
CA-2018-103156,TD-20995,2018-11-23,2018-11-24,101,24.05
CA-2018-103212,MH-18025,2018-10-13,2018-10-14,101,11.07
CA-2018-103352,RP-19390,2018-11-27,2018-11-30,104,6.99
CA-2018-103380,BF-11005,2018-11-21,2018-11-25,103,5.56
CA-2018-103415,MV-17485,2018-12-03,2018-12-08,103,13.59
CA-2018-103443,AT-10735,2018-12-17,2018-12-23,103,24.82
CA-2018-103478,KL-16555,2018-07-21,2018-07-24,104,2.86
CA-2018-103499,ES-14020,2018-11-20,2018-11-24,103,209.57
CA-2018-103506,LR-17035,2018-07-23,2018-07-27,103,41.4
CA-2018-103520,MH-17785,2018-09-23,2018-09-25,101,9.25
CA-2018-103611,JM-15535,2018-09-12,2018-09-15,101,8.36
CA-2018-103765,JG-15310,2018-11-24,2018-11-30,103,13.76
CA-2018-103877,RD-19660,2018-09-07,2018-09-14,103,1577.94
CA-2018-103968,ML-17755,2018-12-01,2018-12-07,103,629.64
CA-2018-104003,DC-13285,2018-10-07,2018-10-13,103,307.67
CA-2018-104010,TD-20995,2018-04-23,2018-04-25,101,54.9
CA-2018-104024,MD-17860,2018-08-29,2018-09-03,104,9.41
CA-2018-104080,AH-10210,2018-03-08,2018-03-15,103,3.36
CA-2018-104108,RP-19855,2018-12-02,2018-12-09,103,12.16
CA-2018-104136,SF-20065,2018-11-01,2018-11-04,104,40.99
CA-2018-104220,BV-11245,2018-01-30,2018-02-05,103,7.71
CA-2018-104318,FH-14275,2018-05-13,2018-05-18,103,20.77
CA-2018-104381,RD-19810,2018-12-16,2018-12-23,103,33.38
CA-2018-104388,DK-12835,2018-07-05,2018-07-07,101,79.96
CA-2018-104577,CK-12205,2018-05-12,2018-05-17,103,87.6
CA-2018-104619,KD-16495,2018-01-24,2018-01-29,103,25.86
CA-2018-104640,FH-14275,2018-11-10,2018-11-16,103,430.88
CA-2018-104647,CK-12595,2018-02-23,2018-03-01,103,37.44
CA-2018-104731,AM-10705,2018-07-21,2018-07-27,103,8.8
CA-2018-104745,GT-14755,2018-05-29,2018-06-04,103,25.92
CA-2018-104801,FH-14350,2018-02-13,2018-02-19,103,6.63
CA-2018-104822,RB-19465,2018-10-20,2018-10-20,102,24.55
CA-2018-104850,TW-21025,2018-06-13,2018-06-19,103,291.14
CA-2018-104864,JS-15685,2018-11-18,2018-11-23,104,20.23
CA-2018-104885,DB-13555,2018-03-02,2018-03-08,103,57.96
CA-2018-104906,JP-15460,2018-02-13,2018-02-17,103,17.94
CA-2018-104913,DK-13090,2018-11-18,2018-11-22,103,74.95
CA-2018-104927,AG-10330,2018-12-22,2018-12-26,103,6.33
CA-2018-105053,CS-12355,2018-07-07,2018-07-09,104,17.47
CA-2018-105074,MB-17305,2018-06-24,2018-06-29,103,21.74
CA-2018-105130,PJ-18835,2018-11-21,2018-11-25,103,11.76
CA-2018-105144,SZ-20035,2018-11-04,2018-11-11,103,23.68
CA-2018-105193,JL-15835,2018-03-25,2018-03-31,103,11.05
CA-2018-105214,TS-21610,2018-06-16,2018-06-19,101,18.54
CA-2018-105235,SM-20950,2018-12-05,2018-12-11,103,20.94
CA-2018-105326,KT-16480,2018-08-20,2018-08-27,103,25.92
CA-2018-105333,VP-21730,2018-11-30,2018-12-04,103,83.56
CA-2018-105410,ND-18370,2018-03-19,2018-03-22,101,19.82
CA-2018-105445,BP-11095,2018-02-20,2018-02-25,104,9.43
CA-2018-105480,DK-13225,2018-12-20,2018-12-26,103,6.48
CA-2018-105487,CS-12250,2018-10-08,2018-10-14,103,36
CA-2018-105543,BG-11695,2018-11-24,2018-11-24,102,33.29
CA-2018-105620,JH-15430,2018-12-25,2018-12-28,101,21
CA-2018-105669,SJ-20125,2018-09-17,2018-09-22,104,5.8
CA-2018-105809,HW-14935,2018-02-20,2018-02-23,101,22.23
CA-2018-105823,RB-19465,2018-06-22,2018-06-26,103,487.96
CA-2018-105851,SE-20110,2018-03-13,2018-03-20,103,1332.5
CA-2018-105886,DB-13660,2018-12-18,2018-12-23,103,18.96
CA-2018-105914,PV-18985,2018-10-02,2018-10-08,103,112.12
CA-2018-105921,JM-15250,2018-08-14,2018-08-21,103,418.3
CA-2018-105991,LH-17020,2018-05-05,2018-05-06,101,9.55
CA-2018-106033,FG-14260,2018-10-15,2018-10-18,104,87.92
CA-2018-106047,CS-11860,2018-07-12,2018-07-18,103,3.82
CA-2018-106068,RB-19330,2018-10-23,2018-10-28,103,9.76
CA-2018-106103,SC-20305,2018-06-10,2018-06-15,103,132.52
CA-2018-106180,SH-19975,2018-09-18,2018-09-23,103,8.82
CA-2018-106355,AT-10435,2018-04-02,2018-04-05,101,11.12
CA-2018-106432,CA-12265,2018-10-19,2018-10-24,103,2.07
CA-2018-106537,RH-19495,2018-08-12,2018-08-17,103,20.74
CA-2018-106691,CC-12370,2018-11-06,2018-11-12,103,1.25
CA-2018-106747,TS-21505,2018-07-03,2018-07-04,101,102.3
CA-2018-106782,LP-17095,2018-12-21,2018-12-27,103,375.34
CA-2018-106824,AT-10735,2018-07-07,2018-07-11,103,5.94
CA-2018-106831,FH-14350,2018-06-01,2018-06-03,101,3.8
CA-2018-106852,ST-20530,2018-06-20,2018-06-27,103,5.25
CA-2018-106859,BF-11215,2018-03-13,2018-03-18,104,45.36
CA-2018-106943,FO-14305,2018-11-14,2018-11-19,103,8.64
CA-2018-106964,HR-14770,2018-12-17,2018-12-20,101,11.81
CA-2018-107125,BD-11320,2018-11-27,2018-12-02,103,18.84
CA-2018-107132,SC-20260,2018-06-26,2018-06-30,103,28.4
CA-2018-107167,ND-18460,2018-06-10,2018-06-14,103,1347.52
CA-2018-107174,AB-10060,2018-11-06,2018-11-13,103,108.96
CA-2018-107244,AG-10390,2018-09-07,2018-09-11,103,19.76
CA-2018-107265,ML-17755,2018-04-06,2018-04-12,103,106.32
CA-2018-107293,CS-12400,2018-09-05,2018-09-06,101,2.78
CA-2018-107314,MZ-17335,2018-11-30,2018-12-03,101,25.83
CA-2018-107321,AW-10930,2018-08-31,2018-09-04,103,6.67
CA-2018-107342,VF-21715,2018-12-17,2018-12-22,103,28.16
CA-2018-107461,PK-19075,2018-12-21,2018-12-26,104,23.88
CA-2018-107503,GA-14725,2018-01-01,2018-01-06,103,48.9
CA-2018-107517,FC-14335,2018-02-05,2018-02-09,103,371.2
CA-2018-107552,AI-10855,2018-05-05,2018-05-05,102,6.68
CA-2018-107629,DB-13060,2018-12-14,2018-12-14,102,39.26
CA-2018-107713,JB-16000,2018-03-13,2018-03-17,103,174.3
CA-2018-107720,VM-21685,2018-11-06,2018-11-13,103,46.26
CA-2018-107727,MA-17560,2018-10-19,2018-10-23,104,29.47
CA-2018-107748,AG-10330,2018-12-10,2018-12-12,104,12.96
CA-2018-107797,EB-13705,2018-05-08,2018-05-11,104,41.47
CA-2018-107825,NB-18655,2018-11-18,2018-11-18,102,5.82
CA-2018-107832,FH-14275,2018-11-23,2018-11-26,104,7.48
CA-2018-107853,CD-11920,2018-05-26,2018-05-31,103,12.96
CA-2018-107874,SW-20275,2018-11-21,2018-11-25,103,27.42
CA-2018-107909,SS-20875,2018-09-01,2018-09-06,103,19.99
CA-2018-107958,AH-10120,2018-07-02,2018-07-05,101,5.23
CA-2018-107986,MW-18220,2018-12-13,2018-12-13,102,31.44
CA-2018-108000,LS-16945,2018-01-12,2018-01-16,103,9.78
CA-2018-108035,TT-21070,2018-11-29,2018-12-03,103,101.52
CA-2018-108070,JE-15745,2018-04-16,2018-04-20,103,102.83
CA-2018-108091,EK-13795,2018-11-16,2018-11-21,103,23.36
CA-2018-108112,DK-12895,2018-11-15,2018-11-20,103,220.06
CA-2018-108287,AG-10330,2018-12-18,2018-12-20,101,12.67
CA-2018-108294,LS-16975,2018-12-10,2018-12-10,102,34.5
CA-2018-108322,SS-20140,2018-04-30,2018-05-05,103,2.38
CA-2018-108329,LE-16810,2018-12-09,2018-12-14,103,444.77
CA-2018-108441,SB-20170,2018-06-12,2018-06-18,103,13.13
CA-2018-108539,SC-20725,2018-03-21,2018-03-23,104,8.54
CA-2018-108553,SK-19990,2018-04-23,2018-04-29,103,121.94
CA-2018-108560,JC-15385,2018-07-08,2018-07-15,103,23.17
CA-2018-108574,MG-18145,2018-10-07,2018-10-11,103,79.92
CA-2018-108749,DJ-13510,2018-09-12,2018-09-15,101,45.36
CA-2018-108756,PO-18865,2018-12-25,2018-12-29,103,31.8
CA-2018-108791,TM-21490,2018-07-27,2018-07-31,103,14.89
CA-2018-108854,DM-13345,2018-12-08,2018-12-14,103,22.42
CA-2018-108910,KC-16540,2018-09-24,2018-09-29,103,103.06
CA-2018-108931,HZ-14950,2018-09-14,2018-09-19,103,8.56
CA-2018-109085,CK-12325,2018-02-17,2018-02-20,101,5.72
CA-2018-109099,MM-18280,2018-10-06,2018-10-11,103,40.99
CA-2018-109183,LR-16915,2018-12-04,2018-12-09,103,649
CA-2018-109211,PS-19045,2018-04-04,2018-04-10,103,16.98
CA-2018-109393,JC-15775,2018-06-30,2018-07-02,104,436
CA-2018-109589,BD-11635,2018-12-21,2018-12-24,101,71
CA-2018-109701,AM-10360,2018-12-02,2018-12-03,102,9.02
CA-2018-109715,AH-10585,2018-12-09,2018-12-14,103,15.98
CA-2018-109750,FH-14365,2018-07-22,2018-07-28,103,29.97
CA-2018-109757,MD-17350,2018-09-04,2018-09-09,104,4.37
CA-2018-109778,VM-21685,2018-07-16,2018-07-21,103,2.91
CA-2018-109946,PL-18925,2018-04-16,2018-04-21,103,16.52
CA-2018-109960,DB-13210,2018-12-09,2018-12-11,104,14.94
CA-2018-110198,AG-10900,2018-05-01,2018-05-02,101,4.61
CA-2018-110212,SJ-20125,2018-05-01,2018-05-05,103,48.9
CA-2018-110310,NB-18655,2018-10-27,2018-11-02,103,5.61
CA-2018-110373,MA-17560,2018-10-27,2018-10-30,104,7.06
CA-2018-110380,PF-19225,2018-09-02,2018-09-07,103,6.57
CA-2018-110429,DM-13015,2018-11-03,2018-11-08,103,11.67
CA-2018-110443,CK-12205,2018-11-21,2018-11-25,103,51.84
CA-2018-110478,SP-20860,2018-03-04,2018-03-09,103,9.32
CA-2018-110625,JB-16045,2018-12-23,2018-12-30,103,27.46
CA-2018-110821,CK-12205,2018-08-07,2018-08-08,101,118.16
CA-2018-110842,GA-14725,2018-11-11,2018-11-16,103,10.89
CA-2018-110884,SH-20395,2018-03-07,2018-03-12,103,25.92
CA-2018-110905,RW-19690,2018-09-10,2018-09-15,104,13.71
CA-2018-110926,DD-13570,2018-11-19,2018-11-23,103,25.06
CA-2018-110940,AZ-10750,2018-07-23,2018-07-28,103,121.54
CA-2018-111178,TD-20995,2018-06-15,2018-06-22,103,19.56
CA-2018-111220,JS-15595,2018-09-02,2018-09-08,103,5.59
CA-2018-111262,KH-16510,2018-10-28,2018-11-01,104,15.55
CA-2018-111269,CS-12355,2018-06-16,2018-06-18,104,23.92
CA-2018-111332,NC-18340,2018-05-20,2018-05-22,104,7.41
CA-2018-111374,CB-12415,2018-02-24,2018-02-28,103,4.96
CA-2018-111388,SU-20665,2018-09-02,2018-09-02,102,215.98
CA-2018-111556,CD-11920,2018-11-20,2018-11-22,101,46.76
CA-2018-111577,AJ-10780,2018-10-16,2018-10-21,103,307.78
CA-2018-111591,PS-18970,2018-03-21,2018-03-25,103,13.02
CA-2018-111647,RD-19585,2018-07-03,2018-07-07,103,167.97
CA-2018-111689,HP-14815,2018-11-30,2018-12-02,104,68.47
CA-2018-111717,SW-20245,2018-10-10,2018-10-16,103,239.36
CA-2018-111738,CM-12385,2018-01-03,2018-01-07,103,9.12
CA-2018-111759,MR-17545,2018-07-08,2018-07-12,103,52.76
CA-2018-111808,AR-10510,2018-12-16,2018-12-20,103,10.8
CA-2018-111815,EP-13915,2018-03-03,2018-03-10,103,99.98
CA-2018-112004,AH-10075,2018-09-25,2018-09-28,101,8.6
CA-2018-112039,JC-15775,2018-03-25,2018-03-29,103,470.38
CA-2018-112172,MM-18280,2018-06-10,2018-06-14,104,14.13
CA-2018-112333,KF-16285,2018-04-08,2018-04-14,103,41.95
CA-2018-112431,RW-19690,2018-10-12,2018-10-14,104,5.88
CA-2018-112473,JL-15505,2018-05-25,2018-06-01,103,50.14
CA-2018-112487,TC-21535,2018-12-26,2018-12-30,103,3.13
